Rk,Player,5 Best Seasons,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
380,Lance Stephenson,0.66,1.32,0.81,0.70,0.62,-0.17,-0.32,-0.59,-0.85,-1.58,,,,,,,,,,,,,
381,Taurean Prince,0.65,0.81,0.79,0.71,0.65,0.30,-0.41,-0.42,-1.44,,,,,,,,,,,,,,
382,Raul Neto,0.65,0.82,0.79,0.70,0.54,0.40,0.35,0.25,0.24,,,,,,,,,,,,,,
383,Langston Galloway,0.65,1.54,0.74,0.60,0.29,0.08,-0.05,-0.08,,,,,,,,,,,,,,,
384,Jaxson Hayes,0.65,1.28,0.93,0.81,0.33,-0.11,,,,,,,,,,,,,,,,,
385,Chris Andersen,0.64,1.03,0.78,0.56,0.50,0.35,0.24,-0.09,-0.13,,,,,,,,,,,,,,
386,Derrick Favors,0.64,0.87,0.75,0.56,0.50,0.50,0.48,0.15,-0.05,-0.32,-0.39,-0.42,-0.75,,,,,,,,,,
387,Robert Covington,0.63,0.92,0.86,0.66,0.42,0.30,0.23,0.17,0.15,0.10,-0.48,,,,,,,,,,,,
388,Meyers Leonard,0.63,0.89,0.79,0.71,0.47,0.27,-0.26,-0.49,,,,,,,,,,,,,,,
389,Ben McLemore,0.63,1.53,0.91,0.72,0.09,-0.12,-0.41,-0.45,-0.54,,,,,,,,,,,,,,
390,Jason Kapono,0.62,1.41,0.65,0.58,0.32,0.15,,,,,,,,,,,,,,,,,
391,Nic Claxton,0.62,1.44,0.73,0.55,0.39,,,,,,,,,,,,,,,,,,
392,Ish Smith,0.62,1.33,0.88,0.35,0.28,0.25,0.10,0.01,-0.01,-0.44,-0.44,-0.49,-0.68,-0.82,-1.23,,,,,,,,
393,Anfernee Simons,0.62,1.81,1.18,0.69,-0.17,-0.44,,,,,,,,,,,,,,,,,
394,Donte DiVincenzo,0.62,1.14,0.87,0.64,0.63,-0.20,-0.53,,,,,,,,,,,,,,,,
395,Rasual Butler,0.61,0.99,0.56,0.52,0.52,0.48,0.37,0.11,-0.11,-0.65,-0.69,,,,,,,,,,,,
396,Marcus Morris Sr.,0.61,1.78,1.18,0.29,-0.06,-0.14,,,,,,,,,,,,,,,,,
397,Jabari Parker,0.61,1.91,0.35,0.35,0.24,0.19,0.02,,,,,,,,,,,,,,,,
398,Obi Toppin,0.60,1.82,0.88,0.27,0.05,,,,,,,,,,,,,,,,,,
399,Mike Muscala,0.60,0.97,0.56,0.52,0.52,0.45,0.44,0.39,0.23,0.19,-0.82,,,,,,,,,,,,
400,Max Strus,0.60,1.64,0.77,0.48,0.11,,,,,,,,,,,,,,,,,,
401,Bobby Portis,0.60,0.98,0.90,0.68,0.35,0.09,0.01,-0.35,-0.57,-0.71,,,,,,,,,,,,,
402,Shelvin Mack,0.60,1.27,0.72,0.41,0.39,0.21,-0.14,-0.43,-1.13,,,,,,,,,,,,,,
403,Stephon Marbury,0.60,1.43,1.30,0.58,-0.31,,,,,,,,,,,,,,,,,,
404,Michael Finley,0.60,0.91,0.72,0.60,0.45,0.31,,,,,,,,,,,,,,,,,
405,LaMelo Ball,0.60,2.97,0.14,0.13,-0.24,,,,,,,,,,,,,,,,,,
406,Cedi Osman,0.60,0.88,0.74,0.54,0.42,0.40,0.23,-0.94,,,,,,,,,,,,,,,
407,De'Andre Hunter,0.60,1.57,1.55,0.36,0.34,-0.84,,,,,,,,,,,,,,,,,
408,Mike Scott,0.60,0.81,0.70,0.63,0.50,0.35,-0.08,-0.14,-0.45,,,,,,,,,,,,,,
409,Travis Diener,0.60,1.27,1.15,0.55,,,,,,,,,,,,,,,,,,,
410,Shabazz Muhammad,0.59,1.76,0.64,0.54,0.13,-0.10,,,,,,,,,,,,,,,,,
411,Chris Boucher,0.59,1.61,0.46,0.33,0.29,0.27,,,,,,,,,,,,,,,,,
412,DeShawn Stevenson,0.59,1.06,0.81,0.73,0.36,-0.02,-0.42,-0.68,-1.19,,,,,,,,,,,,,,
413,Maurice Evans,0.57,1.20,0.64,0.46,0.35,0.22,0.18,0.01,,,,,,,,,,,,,,,
414,Josh Green,0.57,1.32,1.26,0.51,-0.23,,,,,,,,,,,,,,,,,,
415,Austin Rivers,0.57,1.11,0.59,0.47,0.39,0.31,0.12,0.11,0.10,-0.02,-0.11,-1.08,,,,,,,,,,,
416,Franz Wagner,0.57,1.09,0.94,0.83,,,,,,,,,,,,,,,,,,,
417,Damian Jones,0.57,0.87,0.72,0.68,0.41,0.17,,,,,,,,,,,,,,,,,
418,Larry Nance Jr.,0.57,0.82,0.61,0.59,0.45,0.37,0.02,-0.83,,,,,,,,,,,,,,,
419,Steve Francis,0.57,1.46,1.38,,,,,,,,,,,,,,,,,,,,
420,JaVale McGee,0.57,0.65,0.63,0.53,0.52,0.49,0.44,0.38,0.27,-0.14,-0.18,-0.21,-0.25,-0.27,-1.20,,,,,,,,
421,Ricky Davis,0.56,1.58,1.42,0.23,0.11,-0.54,,,,,,,,,,,,,,,,,
422,Avery Bradley,0.56,0.96,0.74,0.42,0.39,0.28,0.12,-0.30,-0.33,-0.77,-1.04,-1.44,,,,,,,,,,,
423,Sam Hauser,0.56,1.65,1.13,,,,,,,,,,,,,,,,,,,,
424,Ed Davis,0.56,1.06,0.67,0.52,0.42,0.10,0.00,-0.04,-0.11,-0.50,,,,,,,,,,,,,
425,T.J. Warren,0.55,2.58,0.20,,,,,,,,,,,,,,,,,,,,
426,Damion Lee,0.55,1.12,0.56,0.45,0.41,0.21,-0.38,,,,,,,,,,,,,,,,
427,Tyler Johnson,0.55,0.99,0.86,0.76,0.34,-0.23,-0.36,-0.44,,,,,,,,,,,,,,,
428,Nick Collison,0.54,0.99,0.81,0.44,0.25,0.23,0.17,0.11,-0.25,-0.34,-0.45,-0.69,,,,,,,,,,,
429,Mickael Pietrus,0.54,0.96,0.54,0.51,0.38,0.33,0.12,-0.77,,,,,,,,,,,,,,,
430,Amir Coffey,0.54,1.55,1.20,0.11,-0.16,,,,,,,,,,,,,,,,,,
431,Josh McRoberts,0.54,1.16,0.79,0.36,0.28,0.11,0.00,-0.24,-1.18,,,,,,,,,,,,,,
432,Andres Nocioni,0.54,0.95,0.62,0.52,0.48,0.13,-0.19,,,,,,,,,,,,,,,,
433,Luther Head,0.54,1.34,0.73,0.30,0.29,0.03,-0.02,,,,,,,,,,,,,,,,
434,Brandon Knight,0.54,0.89,0.57,0.48,0.39,0.35,-0.23,-0.28,-0.86,,,,,,,,,,,,,,
435,Luis Scola,0.54,0.76,0.66,0.46,0.40,0.39,0.03,0.00,-0.05,-0.13,-0.70,,,,,,,,,,,,
436,Kelenna Azubuike,0.54,1.62,0.59,0.46,,,,,,,,,,,,,,,,,,,
437,Derrick Jones Jr.,0.53,1.13,0.49,0.43,0.35,0.25,0.04,-0.23,,,,,,,,,,,,,,,
438,Terrence Jones,0.53,1.80,1.16,0.07,-0.12,-0.27,,,,,,,,,,,,,,,,,
439,Bruce Brown,0.52,1.08,0.74,0.49,0.47,-0.17,-0.79,,,,,,,,,,,,,,,,
440,Jordan Crawford,0.52,2.83,0.60,0.34,0.26,-1.45,,,,,,,,,,,,,,,,,
441,Kyle Kuzma,0.51,0.97,0.60,0.50,0.49,0.00,-0.23,-0.26,,,,,,,,,,,,,,,
442,Shake Milton,0.50,1.67,1.01,0.57,0.35,-1.07,,,,,,,,,,,,,,,,,
443,Isaiah Joe,0.50,1.41,1.18,-0.02,-0.05,,,,,,,,,,,,,,,,,,
444,Rodrigue Beaubois,0.50,1.53,0.83,0.44,-0.28,,,,,,,,,,,,,,,,,,
445,MarShon Brooks,0.50,2.48,0.32,0.12,0.03,-0.43,,,,,,,,,,,,,,,,,
446,Tyronn Lue,0.50,1.23,0.55,0.44,0.28,,,,,,,,,,,,,,,,,,
447,Sasha Vujacic,0.50,1.40,0.61,0.29,0.20,0.00,-0.02,-0.30,-0.44,,,,,,,,,,,,,,
448,Taj Gibson,0.50,0.96,0.80,0.44,0.14,0.13,0.08,-0.01,-0.05,-0.29,-0.42,-0.55,-0.68,-0.74,-0.87,,,,,,,,
449,Chet Holmgren,0.49,2.47,,,,,,,,,,,,,,,,,,,,,
450,Corey Brewer,0.49,1.25,0.62,0.55,0.02,0.00,-0.15,-0.15,-0.20,-0.27,-0.58,-0.59,-1.04,,,,,,,,,,
451,Quinn Cook,0.49,1.74,0.62,0.08,0.00,,,,,,,,,,,,,,,,,,
452,Markieff Morris,0.49,1.47,0.80,0.11,0.04,0.02,0.01,-0.13,-0.21,-0.31,-0.63,-0.67,-1.20,,,,,,,,,,
453,Darius Miller,0.48,1.45,0.65,0.51,-0.18,,,,,,,,,,,,,,,,,,
454,Damon Jones,0.48,0.96,0.75,0.72,,,,,,,,,,,,,,,,,,,
455,Gerald Henderson,0.48,1.12,0.41,0.39,0.27,0.23,0.20,0.07,-0.45,,,,,,,,,,,,,,
456,Kendrick Nunn,0.48,1.48,1.29,-0.37,,,,,,,,,,,,,,,,,,,
457,Tre Jones,0.47,1.52,0.71,0.15,-0.01,,,,,,,,,,,,,,,,,,
458,Devin Vassell,0.47,1.07,0.82,0.43,0.04,,,,,,,,,,,,,,,,,,
459,Luke Babbitt,0.47,0.79,0.46,0.40,0.39,0.31,0.22,0.14,,,,,,,,,,,,,,,
460,Anderson Varejao,0.47,0.96,0.69,0.42,0.22,0.06,-0.04,-0.06,-0.06,-0.26,-0.41,-1.10,,,,,,,,,,,
461,Matt Carroll,0.47,1.41,0.71,0.57,0.25,-0.60,-0.82,,,,,,,,,,,,,,,,
462,Landry Fields,0.47,1.76,0.78,-0.21,,,,,,,,,,,,,,,,,,,
463,Anthony Johnson,0.46,0.86,0.79,0.42,0.18,0.06,,,,,,,,,,,,,,,,,
464,Rui Hachimura,0.46,1.65,0.78,0.21,-0.12,-0.21,,,,,,,,,,,,,,,,,
465,Henry Walker,0.46,1.91,0.63,0.00,-0.24,,,,,,,,,,,,,,,,,,
466,Kendall Marshall,0.45,2.41,0.66,-0.10,-0.71,,,,,,,,,,,,,,,,,,
467,Joakim Noah,0.45,1.11,0.78,0.15,0.13,0.11,-0.23,-0.32,-0.43,-0.76,-0.91,-1.29,,,,,,,,,,,
468,Ayo Dosunmu,0.45,1.41,0.75,0.11,,,,,,,,,,,,,,,,,,,
469,Dario Saric,0.45,1.24,0.55,0.50,0.04,-0.09,-0.24,-1.23,,,,,,,,,,,,,,,
470,Keith Bogans,0.45,1.12,0.39,0.36,0.25,0.13,0.11,-0.60,,,,,,,,,,,,,,,
471,Coby White,0.45,1.27,1.10,0.72,-0.32,-0.53,,,,,,,,,,,,,,,,,
472,Chucky Atkins,0.45,2.33,0.37,0.35,0.08,-0.91,,,,,,,,,,,,,,,,,
473,Maxi Kleber,0.44,0.86,0.57,0.31,0.28,0.20,-0.06,-0.44,,,,,,,,,,,,,,,
474,Tony Allen,0.44,1.00,0.51,0.38,0.23,0.09,0.09,0.03,-0.10,-0.18,-0.49,-0.58,-1.37,,,,,,,,,,
475,Vladimir Radmanovic,0.44,1.02,0.57,0.31,0.28,0.01,-0.29,-0.88,,,,,,,,,,,,,,,
476,Gorgui Dieng,0.44,0.74,0.71,0.50,0.28,-0.05,-0.09,-0.22,-0.26,-0.35,-1.03,,,,,,,,,,,,
477,Will Bynum,0.44,0.84,0.83,0.26,0.19,0.07,-0.91,,,,,,,,,,,,,,,,
478,Kelly Oubre Jr.,0.43,1.08,0.78,0.41,0.08,-0.19,-0.20,-0.33,-0.38,-0.78,,,,,,,,,,,,,
479,Jordan Poole,0.43,2.24,1.35,1.13,-1.20,-1.36,,,,,,,,,,,,,,,,,
480,Roger Mason Jr.,0.42,1.15,1.04,0.25,-0.33,,,,,,,,,,,,,,,,,,
481,Jonas Jerebko,0.42,0.72,0.53,0.38,0.25,0.21,0.14,0.00,-0.08,-0.12,,,,,,,,,,,,,
482,Chris Quinn,0.42,1.20,0.60,0.23,0.06,,,,,,,,,,,,,,,,,,
483,Jonathan Kuminga,0.42,1.00,0.57,0.52,,,,,,,,,,,,,,,,,,,
484,Keegan Murray,0.42,1.37,0.72,,,,,,,,,,,,,,,,,,,,
485,Devonte' Graham,0.42,1.00,0.86,0.36,-0.04,-0.10,,,,,,,,,,,,,,,,,
486,Jakob Poeltl,0.41,0.65,0.52,0.52,0.29,0.09,0.07,-0.12,-0.20,,,,,,,,,,,,,,
487,Herbert Jones,0.41,1.75,0.40,-0.09,,,,,,,,,,,,,,,,,,,
488,Troy Daniels,0.41,0.90,0.73,0.22,0.11,0.08,0.02,,,,,,,,,,,,,,,,
489,Nick Richards,0.41,0.99,0.88,0.16,,,,,,,,,,,,,,,,,,,
490,Charlie Bell,0.40,1.14,1.02,0.29,-0.15,-0.28,,,,,,,,,,,,,,,,,
491,Alex Caruso,0.40,0.53,0.49,0.40,0.33,0.23,0.15,-0.40,,,,,,,,,,,,,,,
492,Mirza Teletovic,0.40,1.42,0.82,0.21,0.05,-0.50,,,,,,,,,,,,,,,,,
493,Isaac Okoro,0.40,1.22,0.85,0.72,-0.81,,,,,,,,,,,,,,,,,,
494,Aaron Nesmith,0.39,1.94,0.22,0.13,-0.32,,,,,,,,,,,,,,,,,,
495,Rasheed Wallace,0.39,1.31,0.51,0.27,0.07,-0.21,-0.22,,,,,,,,,,,,,,,,
496,Kevon Looney,0.39,1.00,0.73,0.28,0.04,-0.11,-0.13,-0.21,,,,,,,,,,,,,,,
497,Evan Turner,0.39,0.87,0.63,0.25,0.11,0.09,-0.27,-0.39,-0.66,-0.69,-1.73,,,,,,,,,,,,
498,Jamario Moon,0.39,0.71,0.62,0.52,0.08,,,,,,,,,,,,,,,,,,
499,Ty Jerome,0.38,1.73,1.15,-0.43,-0.57,,,,,,,,,,,,,,,,,,
500,Anthony Carter,0.37,1.20,0.71,0.29,-0.13,-0.20,-0.22,,,,,,,,,,,,,,,,
501,Ronny Turiaf,0.37,0.60,0.41,0.40,0.24,0.21,-0.04,-0.15,,,,,,,,,,,,,,,
502,Quentin Grimes,0.37,1.50,0.39,-0.03,,,,,,,,,,,,,,,,,,,
503,Tristan Thompson,0.37,1.06,0.54,0.53,-0.11,-0.17,-0.19,-0.32,-0.61,-0.87,-0.88,-1.49,-1.54,,,,,,,,,,
504,Garrett Temple,0.37,0.66,0.60,0.34,0.14,0.12,-0.14,-0.22,-0.24,-0.27,-0.38,-0.43,-1.13,,,,,,,,,,
505,Sam Cassell,0.37,1.27,0.33,0.24,,,,,,,,,,,,,,,,,,,
506,Charlie Villanueva,0.37,0.68,0.36,0.35,0.28,0.17,-0.03,-0.18,-0.45,-0.66,,,,,,,,,,,,,
507,Earl Boykins,0.36,1.60,0.60,0.42,-0.28,-0.53,,,,,,,,,,,,,,,,,
508,KJ Martin,0.36,1.01,0.80,0.12,-0.13,,,,,,,,,,,,,,,,,,
509,Moritz Wagner,0.36,0.92,0.60,0.51,0.02,-0.26,-0.56,,,,,,,,,,,,,,,,
510,Javonte Green,0.36,1.32,0.38,0.19,-0.10,,,,,,,,,,,,,,,,,,
511,Fred Jones,0.36,0.83,0.52,0.36,0.07,,,,,,,,,,,,,,,,,,
512,Cody Zeller,0.35,0.62,0.57,0.29,0.18,0.11,0.04,-0.02,-0.09,-0.56,-0.67,,,,,,,,,,,,
513,Jannero Pargo,0.35,1.09,0.93,0.02,-0.05,-0.23,-0.58,-1.13,,,,,,,,,,,,,,,
514,Linas Kleiza,0.35,1.10,0.62,0.12,0.02,-0.11,-0.41,-0.62,,,,,,,,,,,,,,,
515,Sebastian Telfair,0.35,0.73,0.56,0.27,0.13,0.06,-0.06,-0.20,-0.34,-0.65,,,,,,,,,,,,,
516,Eddy Curry,0.35,0.93,0.46,0.35,,,,,,,,,,,,,,,,,,,
517,Damien Wilkins,0.34,0.58,0.33,0.32,0.28,0.22,-0.34,-0.58,-0.91,,,,,,,,,,,,,,
518,Kris Dunn,0.34,2.32,0.45,0.01,-0.08,-0.97,-1.06,-1.37,,,,,,,,,,,,,,,
519,Dejounte Murray,0.34,1.14,0.99,-0.06,-0.11,-0.24,-0.52,-1.37,,,,,,,,,,,,,,,
520,Quentin Richardson,0.34,0.93,0.51,0.38,0.24,-0.36,-0.76,-1.10,,,,,,,,,,,,,,,
521,Walter Herrmann,0.34,1.64,0.14,-0.09,,,,,,,,,,,,,,,,,,,
522,Dean Wade,0.34,0.72,0.54,0.23,0.19,,,,,,,,,,,,,,,,,,
523,Julian Champagnie,0.32,1.47,0.13,,,,,,,,,,,,,,,,,,,,
524,Craig Smith,0.32,0.50,0.40,0.40,0.23,0.05,0.04,,,,,,,,,,,,,,,,
525,Daniel Theis,0.31,0.69,0.42,0.38,0.11,-0.03,-0.04,,,,,,,,,,,,,,,,
526,Erick Dampier,0.31,0.61,0.48,0.47,0.15,-0.16,-0.41,,,,,,,,,,,,,,,,
527,Frank Kaminsky,0.31,0.47,0.43,0.41,0.32,-0.08,-0.08,-0.43,,,,,,,,,,,,,,,
528,Mark Williams,0.31,1.25,0.29,,,,,,,,,,,,,,,,,,,,
529,Steven Adams,0.31,0.92,0.48,0.18,-0.01,-0.04,-0.24,-0.36,-0.42,-0.42,-0.89,,,,,,,,,,,,
530,Elfrid Payton,0.30,0.47,0.41,0.30,0.17,0.15,0.05,-0.98,-1.37,,,,,,,,,,,,,,
531,Marreese Speights,0.30,0.86,0.60,0.08,0.04,-0.10,-0.16,-0.22,-0.40,-0.63,-0.69,,,,,,,,,,,,
532,Mikki Moore,0.30,1.03,0.72,0.34,-0.08,-0.52,,,,,,,,,,,,,,,,,
533,Terry Taylor,0.29,1.47,,,,,,,,,,,,,,,,,,,,,
534,Andris Biedrins,0.29,0.95,0.35,0.31,0.01,-0.17,-0.23,,,,,,,,,,,,,,,,
535,Hakim Warrick,0.29,0.64,0.42,0.33,0.06,0.01,-0.07,-0.50,-0.97,,,,,,,,,,,,,,
536,Kadeem Allen,0.29,1.45,,,,,,,,,,,,,,,,,,,,,
537,Jalen Smith,0.29,1.85,0.09,-0.50,,,,,,,,,,,,,,,,,,,
538,Jon Leuer,0.28,0.38,0.38,0.34,0.28,0.05,-0.41,,,,,,,,,,,,,,,,
539,Kevin Knox,0.28,3.19,-1.78,,,,,,,,,,,,,,,,,,,,
540,Jaren Jackson Jr.,0.28,1.22,0.96,0.15,-0.35,-0.58,-0.64,,,,,,,,,,,,,,,,
541,Eddie Jones,0.28,0.91,0.50,0.01,,,,,,,,,,,,,,,,,,,
542,Jimmer Fredette,0.28,0.82,0.63,0.10,-0.14,,,,,,,,,,,,,,,,,,
543,Trendon Watford,0.28,0.63,0.41,0.36,,,,,,,,,,,,,,,,,,,
544,Sam Merrill,0.28,1.40,,,,,,,,,,,,,,,,,,,,,
545,Drew Gooden,0.28,1.06,0.60,0.13,-0.07,-0.31,-0.41,-0.52,-0.76,-1.16,-1.16,,,,,,,,,,,,
546,Kenyon Martin,0.28,0.68,0.48,0.13,0.06,0.04,-0.38,-0.78,-1.11,,,,,,,,,,,,,,
547,Danuel House Jr.,0.28,0.86,0.52,0.00,,,,,,,,,,,,,,,,,,,
548,Ike Diogu,0.27,0.52,0.34,0.30,0.21,,,,,,,,,,,,,,,,,,
549,Quincy Pondexter,0.27,0.73,0.69,0.12,0.02,-0.19,-0.39,,,,,,,,,,,,,,,,
550,Jaden McDaniels,0.27,1.34,0.19,0.03,-0.19,,,,,,,,,,,,,,,,,,
551,Luke Walton,0.27,1.14,0.65,0.10,-0.23,-0.31,-0.46,-0.50,-0.77,,,,,,,,,,,,,,
552,De'Anthony Melton,0.27,1.02,0.69,0.33,-0.27,-0.42,-0.75,,,,,,,,,,,,,,,,
553,Ryan Gomes,0.27,0.50,0.30,0.28,0.16,0.10,-0.36,,,,,,,,,,,,,,,,
554,Iman Shumpert,0.27,0.63,0.50,0.13,0.06,0.03,-0.15,-0.32,,,,,,,,,,,,,,,
555,Ryan Arcidiacono,0.27,1.24,0.10,0.01,-0.02,,,,,,,,,,,,,,,,,,
556,Jaylen Nowell,0.27,1.55,0.00,-0.21,,,,,,,,,,,,,,,,,,,
557,Luke Kornet,0.27,1.25,0.49,-0.07,-0.13,-0.20,-0.25,,,,,,,,,,,,,,,,
558,Alan Anderson,0.26,0.65,0.26,0.25,0.24,-0.07,,,,,,,,,,,,,,,,,
559,Yogi Ferrell,0.26,0.77,0.53,0.10,-0.07,,,,,,,,,,,,,,,,,,
560,Brian Roberts,0.26,1.06,0.50,0.06,-0.14,-0.17,,,,,,,,,,,,,,,,,
561,Kent Bazemore,0.26,0.77,0.22,0.16,0.15,0.01,-0.11,-0.50,-0.54,-0.56,-0.92,,,,,,,,,,,,
562,Jerian Grant,0.26,1.14,0.39,0.20,-0.42,,,,,,,,,,,,,,,,,,
563,Maurice Harkless,0.26,0.62,0.52,0.24,-0.04,-0.04,-0.09,-0.09,-0.15,-0.31,-0.60,,,,,,,,,,,,
564,Gary Payton II,0.26,1.32,0.45,0.29,-0.75,,,,,,,,,,,,,,,,,,
565,Shannon Brown,0.26,0.47,0.42,0.25,0.10,0.06,-1.35,,,,,,,,,,,,,,,,
566,Chris Copeland,0.26,1.23,0.81,-0.75,,,,,,,,,,,,,,,,,,,
567,Walker Kessler,0.26,1.18,0.09,,,,,,,,,,,,,,,,,,,,
568,Dereck Lively II,0.25,1.25,,,,,,,,,,,,,,,,,,,,,
569,Terence Davis,0.25,0.39,0.31,0.30,0.23,,,,,,,,,,,,,,,,,,
570,Facundo Campazzo,0.25,0.86,0.37,,,,,,,,,,,,,,,,,,,,
571,Saddiq Bey,0.25,0.74,0.52,0.11,-0.15,,,,,,,,,,,,,,,,,,
572,Jordan McRae,0.24,0.59,0.52,0.35,-0.25,,,,,,,,,,,,,,,,,,
573,Glenn Robinson III,0.24,0.96,0.45,0.16,0.07,-0.43,,,,,,,,,,,,,,,,,
574,Juan Toscano-Anderson,0.24,1.50,0.25,-0.54,,,,,,,,,,,,,,,,,,,
575,Eric Paschall,0.24,0.79,0.40,-0.01,,,,,,,,,,,,,,,,,,,
576,Ruben Patterson,0.23,1.41,0.56,-0.81,,,,,,,,,,,,,,,,,,,
577,Greg Oden,0.23,1.05,0.11,,,,,,,,,,,,,,,,,,,,
578,Moses Moody,0.23,0.63,0.38,0.15,,,,,,,,,,,,,,,,,,,
579,Eric Maynor,0.23,0.88,0.45,0.29,-0.47,,,,,,,,,,,,,,,,,,
580,Marcus Banks,0.23,0.63,0.37,0.22,-0.07,,,,,,,,,,,,,,,,,,
581,Shareef Abdur-Rahim,0.23,1.47,-0.32,,,,,,,,,,,,,,,,,,,,
582,Bruce Bowen,0.22,0.57,0.27,0.19,0.09,,,,,,,,,,,,,,,,,,
583,Dante Cunningham,0.22,0.51,0.27,0.20,0.14,0.00,-0.12,-0.52,-0.54,-0.54,-0.69,,,,,,,,,,,,
584,Zaza Pachulia,0.22,0.71,0.46,0.23,-0.13,-0.17,-0.18,-0.24,-0.24,-0.54,-0.62,-0.62,-0.73,-0.86,-0.91,,,,,,,,
585,Dion Waiters,0.22,0.69,0.38,0.16,0.00,-0.15,-0.21,-0.45,-0.50,,,,,,,,,,,,,,
586,Dewayne Dedmon,0.22,0.37,0.36,0.26,0.23,-0.13,-0.22,-0.29,-1.80,,,,,,,,,,,,,,
587,Aaron Wiggins,0.21,1.01,0.34,-0.29,,,,,,,,,,,,,,,,,,,
588,Tim Thomas,0.21,0.62,0.36,0.20,-0.05,-0.11,,,,,,,,,,,,,,,,,
589,Cason Wallace,0.21,1.03,,,,,,,,,,,,,,,,,,,,,
590,Dahntay Jones,0.21,0.59,0.30,0.21,-0.02,-0.04,-0.18,-0.59,,,,,,,,,,,,,,,
591,Hollis Thompson,0.20,0.47,0.41,0.41,-0.26,,,,,,,,,,,,,,,,,,
592,Anthony Gill,0.20,0.70,0.32,,,,,,,,,,,,,,,,,,,,
593,Matt Thomas,0.20,0.93,0.34,-0.26,,,,,,,,,,,,,,,,,,,
594,Daequan Cook,0.20,1.31,0.40,0.39,-0.40,-0.68,-1.00,,,,,,,,,,,,,,,,
595,Shawne Williams,0.20,0.63,0.31,0.05,0.04,-0.01,-1.46,,,,,,,,,,,,,,,,
596,Isaiah Hartenstein,0.20,1.20,0.42,-0.23,-0.39,,,,,,,,,,,,,,,,,,
597,Von Wafer,0.20,0.52,0.40,0.09,,,,,,,,,,,,,,,,,,,
598,Leon Powe,0.20,0.80,0.38,-0.03,-0.15,,,,,,,,,,,,,,,,,,
599,Jarvis Hayes,0.20,0.38,0.32,0.22,0.18,-0.10,,,,,,,,,,,,,,,,,
600,Milos Teodosic,0.20,0.99,,,,,,,,,,,,,,,,,,,,,
601,Bobby Simmons,0.20,0.99,0.86,-0.29,-0.56,,,,,,,,,,,,,,,,,,
602,Scottie Barnes,0.20,1.61,0.13,-0.75,,,,,,,,,,,,,,,,,,,
603,Bol Bol,0.19,0.91,0.06,,,,,,,,,,,,,,,,,,,,
604,Lucas Nogueira,0.19,0.64,0.31,,,,,,,,,,,,,,,,,,,,
605,Furkan Korkmaz,0.19,0.91,0.39,0.12,-0.23,-0.24,,,,,,,,,,,,,,,,,
606,Trayce Jackson-Davis,0.19,0.95,,,,,,,,,,,,,,,,,,,,,
607,JaMychal Green,0.19,0.40,0.37,0.31,0.04,-0.20,-0.29,-0.42,-0.70,,,,,,,,,,,,,,
608,Roy Hibbert,0.19,1.07,0.42,-0.02,-0.26,-0.28,-0.35,-0.45,-0.56,-0.84,,,,,,,,,,,,,
609,Sarunas Jasikevicius,0.18,0.73,0.19,,,,,,,,,,,,,,,,,,,,
610,Greg Smith,0.18,0.90,,,,,,,,,,,,,,,,,,,,,
