Rk,Player,5 Best Seasons,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
611,Edmond Sumner,0.18,0.82,0.33,-0.25,,,,,,,,,,,,,,,,,,,
612,Andrew Nembhard,0.18,1.08,-0.18,,,,,,,,,,,,,,,,,,,,
613,Lindy Waters III,0.18,0.58,0.32,,,,,,,,,,,,,,,,,,,,
614,Cheick Diallo,0.18,0.31,0.29,0.28,,,,,,,,,,,,,,,,,,,
615,Alonzo Mourning,0.18,0.70,0.16,0.02,,,,,,,,,,,,,,,,,,,
616,AJ Green,0.18,0.49,0.39,,,,,,,,,,,,,,,,,,,,
617,Joey Graham,0.17,0.54,0.27,0.11,0.07,-0.12,-0.41,,,,,,,,,,,,,,,,
618,Kyle O'Quinn,0.17,0.70,0.12,0.09,0.09,-0.14,-0.18,-0.29,-0.46,,,,,,,,,,,,,,
619,Andre Drummond,0.17,1.30,0.43,-0.11,-0.35,-0.42,-0.56,-0.75,-0.81,-1.11,-1.23,-1.65,-2.35,,,,,,,,,,
620,Willie Cauley-Stein,0.17,0.44,0.33,0.26,-0.06,-0.12,-0.43,,,,,,,,,,,,,,,,
621,Nate Wolters,0.17,0.85,,,,,,,,,,,,,,,,,,,,,
622,Naz Reid,0.17,0.68,0.51,0.25,0.01,-0.61,,,,,,,,,,,,,,,,,
623,Jalen Johnson,0.17,0.92,-0.08,,,,,,,,,,,,,,,,,,,,
624,Chris Douglas-Roberts,0.16,1.26,0.37,0.00,-0.81,,,,,,,,,,,,,,,,,,
625,Derrick Williams,0.16,0.65,0.56,-0.02,-0.03,-0.35,-0.44,,,,,,,,,,,,,,,,
626,DeJuan Blair,0.16,0.75,0.34,0.15,-0.10,-0.35,,,,,,,,,,,,,,,,,
627,Kenrich Williams,0.16,0.43,0.41,0.34,-0.19,-0.19,-0.51,,,,,,,,,,,,,,,,
628,Jahlil Okafor,0.16,0.48,0.41,0.12,0.06,-0.28,-0.65,,,,,,,,,,,,,,,,
629,Jalen Rose,0.16,0.79,,,,,,,,,,,,,,,,,,,,,
630,Brian Cardinal,0.16,0.96,0.82,-0.02,-0.34,-0.64,,,,,,,,,,,,,,,,,
631,P.J. Tucker,0.16,0.86,-0.07,,,,,,,,,,,,,,,,,,,,
632,Nando De Colo,0.16,0.54,0.24,,,,,,,,,,,,,,,,,,,,
633,Derrick Brown,0.16,0.73,0.17,-0.12,,,,,,,,,,,,,,,,,,,
634,Shabazz Napier,0.16,0.61,0.20,0.12,0.03,-0.19,-0.40,,,,,,,,,,,,,,,,
635,Oshae Brissett,0.15,1.61,0.01,-0.26,-0.58,,,,,,,,,,,,,,,,,,
636,Torrey Craig,0.15,0.34,0.20,0.18,0.11,-0.05,-0.07,-0.20,,,,,,,,,,,,,,,
637,Tony Bradley,0.15,0.59,0.57,-0.39,,,,,,,,,,,,,,,,,,,
638,Tyler Zeller,0.15,1.11,0.20,-0.01,-0.25,-0.29,-1.00,,,,,,,,,,,,,,,,
639,John Jenkins,0.15,0.84,0.14,-0.22,,,,,,,,,,,,,,,,,,,
640,Troy Brown Jr.,0.15,0.32,0.21,0.19,0.05,-0.01,-0.20,,,,,,,,,,,,,,,,
641,John Konchar,0.15,0.68,0.41,0.06,-0.39,,,,,,,,,,,,,,,,,,
642,Grant Williams,0.15,0.86,0.76,0.05,-0.15,-0.76,,,,,,,,,,,,,,,,,
643,Aaron Holiday,0.15,0.53,0.48,0.31,-0.26,-0.32,-0.42,,,,,,,,,,,,,,,,
644,Nassir Little,0.15,0.69,0.31,0.19,-0.22,-0.22,,,,,,,,,,,,,,,,,
645,Shawn Long,0.15,0.74,,,,,,,,,,,,,,,,,,,,,
646,Kirk Snyder,0.15,0.36,0.30,0.08,,,,,,,,,,,,,,,,,,,
647,Brian Cook,0.14,0.96,0.18,-0.19,-0.23,,,,,,,,,,,,,,,,,,
648,Keon Ellis,0.14,0.72,,,,,,,,,,,,,,,,,,,,,
649,Wesley Johnson,0.14,0.46,0.21,0.16,-0.02,-0.09,-0.18,-0.49,-0.51,-0.54,,,,,,,,,,,,,
650,Jermaine O'Neal,0.14,0.54,0.12,0.11,0.11,-0.16,-0.93,-1.07,-1.24,-1.30,,,,,,,,,,,,,
651,Cristiano Felicio,0.14,0.37,0.34,0.13,-0.13,,,,,,,,,,,,,,,,,,
652,Jalen Duren,0.14,0.64,0.06,,,,,,,,,,,,,,,,,,,,
653,McKinley Wright IV,0.14,0.70,,,,,,,,,,,,,,,,,,,,,
654,Jason Thompson,0.14,0.69,0.30,0.26,-0.27,-0.27,-0.47,-0.57,-0.63,,,,,,,,,,,,,,
655,Isaiah Canaan,0.14,0.32,0.32,0.06,0.03,-0.04,-0.35,,,,,,,,,,,,,,,,
656,Alonzo Gee,0.14,0.34,0.20,0.14,0.04,-0.02,-0.30,,,,,,,,,,,,,,,,
657,Jeremy Evans,0.14,0.48,0.21,,,,,,,,,,,,,,,,,,,,
658,Jordan Bell,0.14,0.91,-0.22,,,,,,,,,,,,,,,,,,,,
659,Justin Jackson,0.14,0.86,0.06,0.06,-0.29,,,,,,,,,,,,,,,,,,
660,Cartier Martin,0.14,0.93,0.64,0.09,-0.15,-0.83,,,,,,,,,,,,,,,,,
661,Mychal Mulder,0.14,0.68,,,,,,,,,,,,,,,,,,,,,
662,Alex Abrines,0.13,0.46,0.32,-0.10,,,,,,,,,,,,,,,,,,,
663,David Nwaba,0.13,0.40,0.31,0.19,-0.22,,,,,,,,,,,,,,,,,,
664,Matt Ryan,0.13,0.73,-0.06,,,,,,,,,,,,,,,,,,,,
665,Sergey Karasev,0.13,0.38,0.28,,,,,,,,,,,,,,,,,,,,
666,Chuck Hayes,0.13,0.51,0.46,0.12,-0.02,-0.41,-0.50,-0.56,-0.58,-0.60,,,,,,,,,,,,,
667,Will Solomon,0.13,0.66,,,,,,,,,,,,,,,,,,,,,
668,Jerry Stackhouse,0.13,0.57,0.15,0.11,-0.03,-0.15,-0.29,,,,,,,,,,,,,,,,
669,John Lucas III,0.13,0.71,0.69,0.25,-1.01,,,,,,,,,,,,,,,,,,
670,Willie Reed,0.13,0.53,0.15,-0.05,,,,,,,,,,,,,,,,,,,
671,Austin Croshere,0.13,0.71,0.33,-0.40,,,,,,,,,,,,,,,,,,,
672,Caleb Martin,0.13,0.98,0.56,0.02,-0.27,-0.67,,,,,,,,,,,,,,,,,
673,Luc Mbah a Moute,0.13,0.53,0.37,0.25,-0.21,-0.32,-0.36,-0.42,-0.50,-1.09,-1.52,,,,,,,,,,,,
674,AJ Griffin,0.12,0.62,,,,,,,,,,,,,,,,,,,,,
675,Frank Jackson,0.12,0.94,0.12,-0.12,-0.33,,,,,,,,,,,,,,,,,,
676,Juan Carlos Navarro,0.12,0.59,,,,,,,,,,,,,,,,,,,,,
677,Deni Avdija,0.12,0.82,0.36,-0.12,-0.47,,,,,,,,,,,,,,,,,,
678,Ian Clark,0.12,0.67,0.35,0.16,-0.61,,,,,,,,,,,,,,,,,,
679,Travis Outlaw,0.11,0.58,0.10,0.03,0.01,-0.16,-0.28,-0.31,-0.62,-0.80,,,,,,,,,,,,,
680,Vlatko Cancar,0.11,0.56,,,,,,,,,,,,,,,,,,,,,
681,Jordan Hamilton,0.11,0.27,0.23,0.06,-0.01,,,,,,,,,,,,,,,,,,
682,Ryan Broekhoff,0.11,0.54,,,,,,,,,,,,,,,,,,,,,
683,Tony Delk,0.10,0.50,,,,,,,,,,,,,,,,,,,,,
684,Rasho Nesterovic,0.10,0.46,0.16,0.09,0.08,-0.31,,,,,,,,,,,,,,,,,
685,Deyonta Davis,0.10,0.48,,,,,,,,,,,,,,,,,,,,,
686,Isaiah Jackson,0.10,0.95,-0.23,-0.25,,,,,,,,,,,,,,,,,,,
687,Fabricio Oberto,0.09,0.80,0.03,-0.04,-0.11,-0.20,,,,,,,,,,,,,,,,,
688,Patrick Williams,0.09,1.17,-0.09,-0.21,-0.40,,,,,,,,,,,,,,,,,,
689,Sean Kilpatrick,0.09,0.74,0.08,-0.35,,,,,,,,,,,,,,,,,,,
690,Allonzo Trier,0.09,0.62,-0.15,,,,,,,,,,,,,,,,,,,,
691,Craig Porter Jr.,0.09,0.46,,,,,,,,,,,,,,,,,,,,,
692,Ben Sheppard,0.09,0.46,,,,,,,,,,,,,,,,,,,,,
693,Scotty Pippen Jr.,0.09,0.44,,,,,,,,,,,,,,,,,,,,,
694,Marcus Camby,0.09,0.54,0.07,0.03,-0.02,-0.19,-0.35,-1.03,,,,,,,,,,,,,,,
695,James Anderson,0.08,0.60,0.41,-0.13,-0.45,,,,,,,,,,,,,,,,,,
696,Marquis Daniels,0.08,0.45,0.39,0.20,-0.31,-0.31,-0.44,-0.68,-0.83,,,,,,,,,,,,,,
697,Ryan Hollins,0.08,0.30,0.14,0.05,-0.01,-0.06,-0.47,-0.51,,,,,,,,,,,,,,,
698,Sterling Brown,0.08,0.70,0.51,-0.15,-0.18,-0.47,,,,,,,,,,,,,,,,,
699,Andre Jackson Jr.,0.08,0.42,,,,,,,,,,,,,,,,,,,,,
700,Justin Hamilton,0.08,0.25,0.16,,,,,,,,,,,,,,,,,,,,
701,Jabari Brown,0.08,0.40,,,,,,,,,,,,,,,,,,,,,
702,Jake Layman,0.08,0.60,0.05,-0.25,,,,,,,,,,,,,,,,,,,
703,Jacob Gilyard,0.08,0.39,,,,,,,,,,,,,,,,,,,,,
704,Jevon Carter,0.08,0.47,0.43,0.33,0.05,-0.89,-1.35,,,,,,,,,,,,,,,,
705,Raef LaFrentz,0.08,0.38,,,,,,,,,,,,,,,,,,,,,
706,Michael Kidd-Gilchrist,0.07,0.27,0.14,0.06,0.02,-0.12,-0.30,,,,,,,,,,,,,,,,
707,Derek Anderson,0.07,1.32,-0.43,-0.51,,,,,,,,,,,,,,,,,,,
708,Kosta Koufos,0.07,0.62,0.41,-0.03,-0.19,-0.44,-0.47,-0.50,-0.55,-0.78,-0.98,,,,,,,,,,,,
709,Olivier Sarr,0.07,0.36,,,,,,,,,,,,,,,,,,,,,
710,Juan Hernangomez,0.07,0.44,0.32,-0.01,-0.02,-0.37,-0.48,,,,,,,,,,,,,,,,
711,Charles Jenkins,0.07,0.81,-0.46,,,,,,,,,,,,,,,,,,,,
712,Arnett Moultrie,0.07,0.35,,,,,,,,,,,,,,,,,,,,,
713,Jorge Garbajosa,0.07,0.35,,,,,,,,,,,,,,,,,,,,,
714,Al-Farouq Aminu,0.07,0.56,0.44,-0.09,-0.20,-0.36,-0.59,-0.70,-0.75,-0.88,-1.37,-2.11,,,,,,,,,,,
715,Gary Forbes,0.07,0.32,0.03,,,,,,,,,,,,,,,,,,,,
716,Salim Stoudamire,0.07,0.64,-0.11,-0.18,,,,,,,,,,,,,,,,,,,
717,Qyntel Woods,0.07,0.35,,,,,,,,,,,,,,,,,,,,,
718,JJ Hickson,0.07,1.08,0.01,-0.08,-0.30,-0.37,-0.66,-0.92,-1.38,,,,,,,,,,,,,,
719,Davion Mitchell,0.07,0.44,0.27,-0.37,,,,,,,,,,,,,,,,,,,
720,Jericho Sims,0.06,0.43,-0.11,,,,,,,,,,,,,,,,,,,,
721,Nerlens Noel,0.06,0.78,0.66,-0.03,-0.36,-0.73,-0.76,-1.44,,,,,,,,,,,,,,,
722,Manny Harris,0.06,0.51,-0.20,,,,,,,,,,,,,,,,,,,,
723,TJ Leaf,0.06,0.31,0.00,,,,,,,,,,,,,,,,,,,,
724,Mickael Gelabale,0.06,0.84,-0.15,-0.39,,,,,,,,,,,,,,,,,,,
725,Miroslav Raduljica,0.06,0.30,,,,,,,,,,,,,,,,,,,,,
726,Marcus Sasser,0.06,0.29,,,,,,,,,,,,,,,,,,,,,
727,Ryan Kelly,0.06,1.23,-0.22,-0.72,,,,,,,,,,,,,,,,,,,
728,Jaime Jaquez Jr.,0.06,0.28,,,,,,,,,,,,,,,,,,,,,
729,Jordan Hill,0.06,0.89,-0.10,-0.12,-0.19,-0.21,-0.38,-0.84,,,,,,,,,,,,,,,
730,Kenneth Lofton Jr.,0.06,0.28,,,,,,,,,,,,,,,,,,,,,
731,Damjan Rudez,0.05,0.56,-0.29,,,,,,,,,,,,,,,,,,,,
732,Bobby Jackson,0.05,0.41,0.24,0.18,-0.56,,,,,,,,,,,,,,,,,,
733,Miles McBride,0.05,0.44,0.05,-0.23,,,,,,,,,,,,,,,,,,,
734,Pero Antic,0.05,0.23,0.02,,,,,,,,,,,,,,,,,,,,
735,Udonis Haslem,0.05,0.70,-0.03,-0.06,-0.17,-0.19,-0.24,-0.52,-0.58,-0.62,,,,,,,,,,,,,
736,Nick Van Exel,0.05,0.25,,,,,,,,,,,,,,,,,,,,,
737,Shammond Williams,0.05,0.25,,,,,,,,,,,,,,,,,,,,,
738,Chris Johnson,0.05,0.49,0.35,-0.22,-0.38,,,,,,,,,,,,,,,,,,
739,Luka Garza,0.05,0.75,-0.51,,,,,,,,,,,,,,,,,,,,
740,Gabe Vincent,0.05,0.81,-0.26,-0.31,,,,,,,,,,,,,,,,,,,
741,Jaden Hardy,0.05,0.36,-0.12,,,,,,,,,,,,,,,,,,,,
742,James White,0.05,0.23,,,,,,,,,,,,,,,,,,,,,
743,Ivan Rabb,0.04,0.12,0.11,,,,,,,,,,,,,,,,,,,,
744,Wendell Carter Jr.,0.04,0.71,0.55,0.38,-0.70,-0.72,-0.98,,,,,,,,,,,,,,,,
745,Brad Wanamaker,0.04,0.67,0.50,-0.43,-0.53,,,,,,,,,,,,,,,,,,
746,Bostjan Nachbar,0.04,1.22,-0.13,-0.88,,,,,,,,,,,,,,,,,,,
747,Tyler Cavanaugh,0.04,0.21,,,,,,,,,,,,,,,,,,,,,
748,Kyle Singler,0.04,0.73,0.09,-0.17,-0.44,,,,,,,,,,,,,,,,,,
749,Ronnie Price,0.04,0.42,0.01,-0.06,-0.08,-0.09,-0.44,-0.49,-0.58,-0.68,-0.69,,,,,,,,,,,,
750,Sasha Vezenkov,0.04,0.20,,,,,,,,,,,,,,,,,,,,,
751,Lonnie Walker IV,0.04,0.51,0.26,-0.15,-0.17,-0.25,,,,,,,,,,,,,,,,,
752,Quincy Acy,0.04,0.80,0.15,-0.08,-0.18,-0.51,,,,,,,,,,,,,,,,,
753,Tremont Waters,0.04,0.18,,,,,,,,,,,,,,,,,,,,,
754,Chris Clemons,0.03,0.17,,,,,,,,,,,,,,,,,,,,,
755,Chris Hunter,0.03,0.17,,,,,,,,,,,,,,,,,,,,,
756,Nik Stauskas,0.03,0.27,0.19,0.18,-0.18,-0.29,,,,,,,,,,,,,,,,,
757,Mateen Cleaves,0.03,0.16,,,,,,,,,,,,,,,,,,,,,
758,Naji Marshall,0.03,0.51,0.11,-0.02,-0.44,,,,,,,,,,,,,,,,,,
759,Matisse Thybulle,0.03,0.44,0.20,0.01,-0.16,-0.33,,,,,,,,,,,,,,,,,
760,Keita Bates-Diop,0.03,0.84,0.20,-0.10,-0.16,-0.62,,,,,,,,,,,,,,,,,
761,Emeka Okafor,0.03,0.18,0.12,-0.01,-0.05,-0.08,-0.14,-0.50,-1.96,,,,,,,,,,,,,,
762,Alex Poythress,0.03,0.15,,,,,,,,,,,,,,,,,,,,,
763,Evan Mobley,0.03,0.36,0.22,-0.43,,,,,,,,,,,,,,,,,,,
764,Bones Hyland,0.03,0.88,0.18,-0.91,,,,,,,,,,,,,,,,,,,
765,Cam Thomas,0.03,0.46,-0.02,-0.29,,,,,,,,,,,,,,,,,,,
766,Nikola Jovic,0.03,0.13,,,,,,,,,,,,,,,,,,,,,
767,Spencer Hawes,0.03,0.43,0.17,-0.05,-0.21,-0.21,-0.35,-0.40,-0.50,-0.58,-0.93,,,,,,,,,,,,
768,Etan Thomas,0.03,0.30,-0.17,,,,,,,,,,,,,,,,,,,,
769,Jeff Withey,0.02,0.16,0.02,-0.06,,,,,,,,,,,,,,,,,,,
770,Richie Frahm,0.02,0.12,,,,,,,,,,,,,,,,,,,,,
771,Darrick Martin,0.02,0.30,-0.18,,,,,,,,,,,,,,,,,,,,
772,Kevin Ollie,0.02,0.22,0.01,-0.12,,,,,,,,,,,,,,,,,,,
773,Jerome Jordan,0.02,0.11,,,,,,,,,,,,,,,,,,,,,
774,Christian Braun,0.02,0.16,-0.06,,,,,,,,,,,,,,,,,,,,
775,Jumaine Jones,0.02,0.11,,,,,,,,,,,,,,,,,,,,,
776,Hassan Adams,0.02,0.10,,,,,,,,,,,,,,,,,,,,,
777,Bruno Caboclo,0.02,0.10,,,,,,,,,,,,,,,,,,,,,
778,Jeff Ayres,0.02,0.13,0.07,-0.10,,,,,,,,,,,,,,,,,,,
779,Dan Dickau,0.02,0.26,0.03,-0.20,,,,,,,,,,,,,,,,,,,
780,Gary Payton,0.02,0.43,-0.34,,,,,,,,,,,,,,,,,,,,
781,Vince Williams Jr.,0.02,0.09,,,,,,,,,,,,,,,,,,,,,
782,Robbie Hummel,0.02,0.10,-0.01,,,,,,,,,,,,,,,,,,,,
783,Jared Butler,0.02,0.13,-0.05,,,,,,,,,,,,,,,,,,,,
784,Pat Garrity,0.02,0.08,,,,,,,,,,,,,,,,,,,,,
785,Chimezie Metu,0.02,0.41,0.08,-0.20,-0.21,,,,,,,,,,,,,,,,,,
786,Greg Buckner,0.02,0.91,-0.14,-0.31,-0.39,,,,,,,,,,,,,,,,,,
787,Davon Reed,0.02,0.84,-0.76,,,,,,,,,,,,,,,,,,,,
788,Johnathan Williams,0.02,0.08,,,,,,,,,,,,,,,,,,,,,
789,Brevin Knight,0.01,0.39,0.20,0.18,-0.69,,,,,,,,,,,,,,,,,,
790,Duop Reath,0.01,0.07,,,,,,,,,,,,,,,,,,,,,
791,Lynn Greer,0.01,0.07,,,,,,,,,,,,,,,,,,,,,
792,Jarred Vanderbilt,0.01,0.21,0.06,-0.03,-0.18,,,,,,,,,,,,,,,,,,
793,Dikembe Mutombo,0.01,0.15,-0.09,,,,,,,,,,,,,,,,,,,,
794,Ignas Brazdeikis,0.01,0.06,,,,,,,,,,,,,,,,,,,,,
795,Kyle Weaver,0.01,0.05,,,,,,,,,,,,,,,,,,,,,
796,Keith Van Horn,0.01,0.05,,,,,,,,,,,,,,,,,,,,,
797,Jose Alvarado,0.01,0.36,0.00,-0.30,,,,,,,,,,,,,,,,,,,
798,Jordan Hawkins,0.01,0.05,,,,,,,,,,,,,,,,,,,,,
799,Isaiah Livers,0.01,0.79,0.17,-0.91,,,,,,,,,,,,,,,,,,,
800,Justin Anderson,0.01,0.35,0.11,0.11,-0.14,-0.39,,,,,,,,,,,,,,,,,
801,DJ White,0.01,0.11,-0.07,,,,,,,,,,,,,,,,,,,,
802,PJ Dozier,0.01,0.23,-0.20,,,,,,,,,,,,,,,,,,,,
803,Isaiah Taylor,0.01,0.04,,,,,,,,,,,,,,,,,,,,,
804,Jake Tsakalidis,0.01,0.03,,,,,,,,,,,,,,,,,,,,,
805,Zeke Nnaji,0.01,0.52,0.05,-0.55,,,,,,,,,,,,,,,,,,,
806,Svi Mykhailiuk,0.00,0.77,0.63,-0.34,-0.47,-0.57,,,,,,,,,,,,,,,,,
807,Bennedict Mathurin,0.00,0.18,-0.16,,,,,,,,,,,,,,,,,,,,
808,Malcolm Lee,0.00,0.00,,,,,,,,,,,,,,,,,,,,,
809,GG Jackson,0.00,0.00,,,,,,,,,,,,,,,,,,,,,
810,Brendan Haywood,0.00,0.62,0.07,-0.12,-0.17,-0.41,-0.46,-1.02,,,,,,,,,,,,,,,
811,Jon Barry,0.00,-0.01,,,,,,,,,,,,,,,,,,,,,
812,Archie Goodwin,0.00,1.49,-0.44,-0.52,-0.55,,,,,,,,,,,,,,,,,,
813,Jaylen Adams,-0.01,-0.03,,,,,,,,,,,,,,,,,,,,,
814,Acie Law,-0.01,0.40,0.23,-0.21,-0.45,,,,,,,,,,,,,,,,,,
815,Cam Whitmore,-0.01,-0.03,,,,,,,,,,,,,,,,,,,,,
816,Jonah Bolden,-0.01,-0.04,,,,,,,,,,,,,,,,,,,,,
817,Terrance Ferguson,-0.01,0.32,0.15,-0.50,,,,,,,,,,,,,,,,,,,
818,Patrick McCaw,-0.01,0.54,-0.07,-0.24,-0.27,,,,,,,,,,,,,,,,,,
819,Ivan Johnson,-0.01,0.10,-0.14,,,,,,,,,,,,,,,,,,,,
820,Jason Smith,-0.01,0.52,0.22,-0.10,-0.30,-0.38,-0.42,-0.50,-0.65,-0.67,-0.81,,,,,,,,,,,,
821,Chris Mihm,-0.01,-0.05,,,,,,,,,,,,,,,,,,,,,
822,Gradey Dick,-0.01,-0.05,,,,,,,,,,,,,,,,,,,,,
823,Ian Mahinmi,-0.01,0.33,0.16,0.07,-0.21,-0.40,-0.45,-0.65,-0.69,-0.91,-1.00,,,,,,,,,,,,
824,Aron Baynes,-0.01,0.48,-0.02,-0.05,-0.21,-0.26,-0.59,-1.17,-1.30,,,,,,,,,,,,,,
825,Timothe Luwawu-Cabarrot,-0.01,0.36,0.31,-0.14,-0.26,-0.33,-0.45,,,,,,,,,,,,,,,,
826,AJ Price,-0.01,0.47,0.42,0.23,-0.50,-0.70,,,,,,,,,,,,,,,,,
827,Simone Fontecchio,-0.01,0.62,-0.69,,,,,,,,,,,,,,,,,,,,
828,Anthony Roberson,-0.01,-0.07,,,,,,,,,,,,,,,,,,,,,
829,James Young,-0.01,-0.07,,,,,,,,,,,,,,,,,,,,,
830,Vasilije Micic,-0.01,-0.07,,,,,,,,,,,,,,,,,,,,,
831,Abdel Nader,-0.01,0.64,0.58,-0.13,-1.16,,,,,,,,,,,,,,,,,,
832,Kevin Knox II,-0.01,-0.03,-0.05,,,,,,,,,,,,,,,,,,,,
833,Miye Oni,-0.01,-0.07,,,,,,,,,,,,,,,,,,,,,
834,Kim English,-0.01,-0.07,,,,,,,,,,,,,,,,,,,,,
835,Sundiata Gaines,-0.02,0.58,0.02,-0.68,,,,,,,,,,,,,,,,,,,
836,Rob Kurz,-0.02,-0.08,,,,,,,,,,,,,,,,,,,,,
837,Sam Dekker,-0.02,0.53,-0.14,-0.47,,,,,,,,,,,,,,,,,,,
838,Ante Zizic,-0.02,-0.08,,,,,,,,,,,,,,,,,,,,,
839,Dominique Jones,-0.02,-0.02,-0.06,,,,,,,,,,,,,,,,,,,,
840,C.J. Williams,-0.02,-0.09,,,,,,,,,,,,,,,,,,,,,
841,Zeljko Rebraca,-0.02,-0.09,,,,,,,,,,,,,,,,,,,,,
842,Admiral Schofield,-0.02,0.15,-0.24,,,,,,,,,,,,,,,,,,,,
843,Justin James,-0.02,-0.10,,,,,,,,,,,,,,,,,,,,,
844,Alex Len,-0.02,0.33,0.00,-0.01,-0.17,-0.25,-0.30,-0.58,-0.68,-1.57,,,,,,,,,,,,,
845,Furkan Aldemir,-0.02,-0.10,,,,,,,,,,,,,,,,,,,,,
846,Bernard James,-0.02,-0.10,,,,,,,,,,,,,,,,,,,,,
847,Smush Parker,-0.02,1.00,0.57,-1.68,,,,,,,,,,,,,,,,,,,
848,Damyean Dotson,-0.02,0.25,0.18,0.15,-0.69,,,,,,,,,,,,,,,,,,
849,Charles Bassey,-0.02,-0.10,,,,,,,,,,,,,,,,,,,,,
850,Mitch McGary,-0.02,-0.11,,,,,,,,,,,,,,,,,,,,,
851,Jonny Flynn,-0.02,0.80,-0.42,-0.49,,,,,,,,,,,,,,,,,,,
852,Javaris Crittenton,-0.02,-0.04,-0.07,,,,,,,,,,,,,,,,,,,,
853,Jorge Gutierrez,-0.02,-0.11,,,,,,,,,,,,,,,,,,,,,
854,Zydrunas Ilgauskas,-0.02,1.11,-0.11,-0.28,-0.36,-0.46,-0.52,,,,,,,,,,,,,,,,
855,Brandin Podziemski,-0.02,-0.11,,,,,,,,,,,,,,,,,,,,,
856,Lester Quinones,-0.02,-0.12,,,,,,,,,,,,,,,,,,,,,
857,Drew Eubanks,-0.02,0.30,-0.11,-0.12,-0.18,,,,,,,,,,,,,,,,,,
858,Patrick Baldwin Jr.,-0.02,-0.12,,,,,,,,,,,,,,,,,,,,,
859,Royal Ivey,-0.02,0.26,0.16,0.00,-0.21,-0.33,-0.36,,,,,,,,,,,,,,,,
860,Anthony Lamb,-0.02,0.64,-0.76,,,,,,,,,,,,,,,,,,,,
861,Kyle Guy,-0.02,-0.12,,,,,,,,,,,,,,,,,,,,,
862,Renaldo Balkman,-0.03,0.34,-0.04,-0.44,,,,,,,,,,,,,,,,,,,
863,Jon Brockman,-0.03,-0.05,-0.08,,,,,,,,,,,,,,,,,,,,
864,Josh Harrellson,-0.03,-0.14,,,,,,,,,,,,,,,,,,,,,
865,Jarace Walker,-0.03,-0.14,,,,,,,,,,,,,,,,,,,,,
866,Scott Padgett,-0.03,-0.14,,,,,,,,,,,,,,,,,,,,,
867,Timofey Mozgov,-0.03,0.35,0.12,0.00,-0.23,-0.38,-0.40,-0.69,,,,,,,,,,,,,,,
868,Darnell Jackson,-0.03,-0.15,,,,,,,,,,,,,,,,,,,,,
869,Rodney Carney,-0.03,0.24,0.02,-0.01,-0.05,-0.35,,,,,,,,,,,,,,,,,
870,Tarence Kinsey,-0.03,-0.15,,,,,,,,,,,,,,,,,,,,,
871,Tyler Cook,-0.03,-0.15,,,,,,,,,,,,,,,,,,,,,
872,Jordan Nwora,-0.03,0.17,0.07,-0.02,-0.37,,,,,,,,,,,,,,,,,,
873,Rashad McCants,-0.03,0.52,0.10,-0.13,-0.64,,,,,,,,,,,,,,,,,,
874,Matt Harpring,-0.03,0.10,0.09,-0.05,-0.30,,,,,,,,,,,,,,,,,,
875,Chris Silva,-0.03,-0.15,,,,,,,,,,,,,,,,,,,,,
876,Jeff Foster,-0.03,0.52,0.03,-0.05,-0.19,-0.46,,,,,,,,,,,,,,,,,
877,Andre Owens,-0.03,-0.16,,,,,,,,,,,,,,,,,,,,,
878,Toure' Murry,-0.03,-0.16,,,,,,,,,,,,,,,,,,,,,
879,Max Christie,-0.03,-0.02,-0.14,,,,,,,,,,,,,,,,,,,,
